;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
1578953;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;306.65;101.325;204.53;0.306795
1578954;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;308.15;101.325;204.7;0.30705
1578955;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;309.65;101.325;204.87;0.307305
1578956;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;311.15;101.325;205.04;0.30756
1578957;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;312.65;101.325;205.21;0.307815
1578958;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;314.15;101.325;205.38;0.30807
1578959;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;315.65;101.325;205.56;0.30834
1578960;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;317.15;101.325;205.73;0.308595
1578961;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;318.65;101.325;205.91;0.308865
1578962;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;320.15;101.325;206.08;0.30912
1578963;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;321.65;101.325;206.26;0.30939
1578964;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;323.15;101.325;206.43;0.309645
1578965;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;324.65;101.325;206.61;0.309915
1578966;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;326.15;101.325;206.79;0.310185
1578967;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;327.65;101.325;206.96;0.31044
1578968;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;329.15;101.325;207.14;0.31071
1578969;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;330.65;101.325;207.32;0.31098
1578970;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;332.15;101.325;207.5;0.31125
1578971;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;333.65;101.325;207.67;0.311505
1578972;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;335.15;101.325;207.85;0.311775
1578973;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;336.65;101.325;208.03;0.312045
1578974;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;338.15;101.325;208.2;0.3123
1578975;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;339.65;101.325;208.38;0.31257
1578976;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;341.15;101.325;208.56;0.31284
1578977;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;342.65;101.325;208.73;0.313095
1578978;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;344.15;101.325;208.91;0.313365
1578979;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;345.65;101.325;209.08;0.31362
1578980;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;347.15;101.325;209.26;0.31389
1578981;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;348.65;101.325;209.43;0.314145
1578982;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;350.15;101.325;209.6;0.3144
1578983;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;351.65;101.325;209.78;0.31467
1578984;je900537y;trimethylenediamine;NCCCN;68333-86-8;InChIKey=XFNJVJPLKCPIBV-UHFFFAOYSA-N;353.15;101.325;209.95;0.314925
1578985;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;298.15;101.325;236.33;0.354495
1578986;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;299.15;101.325;236.45;0.354675
1578987;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;300.65;101.325;236.61;0.354915
1578988;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;302.15;101.325;236.77;0.355155
1578989;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;303.65;101.325;236.94;0.35541
1578990;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;305.15;101.325;237.09;0.355635
1578991;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;306.65;101.325;237.25;0.355875
1578992;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;308.15;101.325;237.41;0.356115
1578993;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;309.65;101.325;237.56;0.35634
1578994;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;311.15;101.325;237.72;0.35658
1578995;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;312.65;101.325;237.87;0.356805
1578996;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;314.15;101.325;238.03;0.357045
1578997;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;315.65;101.325;238.18;0.35727
1578998;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;317.15;101.325;238.34;0.35751
1578999;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;318.65;101.325;238.49;0.357735
1579000;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;320.15;101.325;238.65;0.357975
1579001;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;321.65;101.325;238.81;0.358215
1579002;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;323.15;101.325;238.97;0.358455
1579003;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;324.65;101.325;239.13;0.358695
1579004;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;326.15;101.325;239.29;0.358935
1579005;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;327.65;101.325;239.46;0.35919
1579006;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;329.15;101.325;239.63;0.359445
1579007;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;330.65;101.325;239.8;0.3597
1579008;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;332.15;101.325;239.98;0.35997
1579009;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;333.65;101.325;240.15;0.360225
1579010;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;335.15;101.325;240.34;0.36051
1579011;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;336.65;101.325;240.52;0.36078
1579012;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;338.15;101.325;240.71;0.361065
1579013;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;339.65;101.325;240.91;0.361365
1579014;je900537y;1,4-butanediamine;NCCCCN;1071-98-3;InChIKey=KIDHWZJUCRJVML-UHFFFAOYSA-N;341.15;101.325;241.11;0.361665
