;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
1454637;je800077r;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;303.15;101.0;1055.0;1.0
1454644;je800077r;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;293.15;101.0;1162.0;1.0
1454645;je800077r;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;298.15;101.0;1141.0;1.0
1454646;je800077r;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;303.15;101.0;1111.0;1.0
1456206;je800100m;2-methylaniline;Cc1ccccc1N;95-53-4;InChIKey=RNVCVTLRINQCPJ-UHFFFAOYSA-N;308.15;101.325;1603.0;1.0
1456208;je800100m;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;298.15;101.325;1304.6;1.0
1456210;je800100m;xylene;Cc1ccccc1C;95-47-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;298.15;101.325;1344.0;1.0
1456212;je800100m;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;298.15;101.325;1310.1;1.0
1477194;je8001877;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;298.15;101.325;1457.13;0.05
1481604;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;15200.0;1382.21;1.0
1481605;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;30390.0;1443.49;1.0
1481606;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;45590.0;1499.72;1.0
1481607;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;60790.0;1551.74;1.0
1481608;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;75990.0;1600.92;1.0
1481609;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.86;91180.0;1646.87;1.0
1481610;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;292.85;101320.0;1675.8;1.0
1481612;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;15200.0;1336.94;1.0
1481613;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;30390.0;1400.8;1.0
1481614;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;45590.0;1459.19;1.0
1481615;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;60790.0;1513.04;1.0
1481616;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;75990.0;1563.06;1.0
1481617;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;91180.0;1610.75;1.0
1481618;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.13;101320.0;1640.79;1.0
1481622;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;15200.0;1366.71;1.0
1481623;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;30390.0;1428.84;1.0
1481624;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;45590.0;1485.43;1.0
1481625;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;60790.0;1538.07;1.0
1481626;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;75990.0;1587.28;1.0
1481627;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;91180.0;1633.95;1.0
1481628;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;101320.0;1663.4;1.0
1481630;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;15200.0;1323.03;1.0
1481631;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;30390.0;1387.64;1.0
1481632;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;45590.0;1446.54;1.0
1481633;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;60790.0;1501.05;1.0
1481634;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;75990.0;1551.63;1.0
1481635;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.11;91180.0;1599.58;1.0
1481636;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.1;101320.0;1629.89;1.0
1481639;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;15200.0;1351.38;1.0
1481640;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.13;30390.0;1414.58;1.0
1481641;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;45590.0;1472.1;1.0
1481642;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;60790.0;1525.17;1.0
1481643;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;75990.0;1575.12;1.0
1481644;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;91180.0;1622.14;1.0
1481645;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.14;101320.0;1651.78;1.0
1481647;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;15200.0;1308.8;1.0
1481648;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;30390.0;1374.46;1.0
1481649;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;45590.0;1434.25;1.0
1481650;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;60790.0;1489.27;1.0
1481651;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;75990.0;1539.51;1.0
1481652;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;91180.0;1588.48;1.0
1481653;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.29;101320.0;1619.25;1.0
1481654;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;288.15;101.325;1326.41;0.5
1481655;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;293.15;101.325;1310.73;0.5
1481656;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;298.15;101.325;1295.21;0.5
1481657;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;303.15;101.325;1279.85;0.5
1481658;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;308.15;101.325;1264.65;0.5
1481659;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;313.15;101.325;1249.6;0.5
1481660;je800244q;hexylene glycol;OCCCCCCO;140434-69-1;InChIKey=XXMIOPMDWAUFGU-UHFFFAOYSA-N;318.15;101.325;1234.72;0.5
1485606;je8002699;nitrobenzene;[O-][N+](=O)c1ccccc1;98-95-3;InChIKey=LQNUZADURLCDLV-UHFFFAOYSA-N;303.15;101.0;1413.0;0.0001
1485607;je8002699;nitrobenzene;[O-][N+](=O)c1ccccc1;98-95-3;InChIKey=LQNUZADURLCDLV-UHFFFAOYSA-N;313.15;101.0;1318.0;0.0001
1485608;je8002699;nitrobenzene;[O-][N+](=O)c1ccccc1;98-95-3;InChIKey=LQNUZADURLCDLV-UHFFFAOYSA-N;323.15;101.0;1221.0;0.0001
1485621;je8002699;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;303.15;101.0;1335.0;0.0001
1485622;je8002699;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;313.15;101.0;1289.0;0.0001
1485623;je8002699;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;323.15;101.0;1204.0;0.0001
1493055;je8003723;phenylacetonitrile;N#CCc1ccccc1;140-29-4;InChIKey=SUSQOBVLVYHIEX-UHFFFAOYSA-N;308.15;101.325;1518.0;4.554
1493058;je8003723;butanone;CCC(C)=O;78-93-3;InChIKey=ZWEHNKRNPOVVGH-UHFFFAOYSA-N;308.15;101.325;1157.0;3.471
1493061;je8003723;3-pentanone;CCC(=O)CC;96-22-0;InChIKey=FDPIMTJIUBPUKL-UHFFFAOYSA-N;308.15;101.325;1185.0;3.555
1493064;je8003723;2-pentanone;CCCC(C)=O;27154-67-2;InChIKey=XNLICIUVMPYHGG-UHFFFAOYSA-N;308.15;101.325;1179.0;3.537
1493067;je8003723;4-methyl-2-pentanone;CC(C)CC(C)=O;108-10-1;InChIKey=NTIZESTWPVYFNL-UHFFFAOYSA-N;308.15;101.325;1150.0;3.45
1495534;je8004134;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.15;101.0;1455.37;0.1
1495544;je8004134;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;298.15;101.0;1484.12;0.1
1509627;je800594e;dimethyl carbonate;COC(=O)OC;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;288.15;101.325;1240.7;0.5
1509628;je800594e;dimethyl carbonate;COC(=O)OC;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;293.15;101.325;1218.1;0.5
1509629;je800594e;dimethyl carbonate;COC(=O)OC;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;298.15;101.325;1195.1;0.5
1509630;je800594e;dimethyl carbonate;COC(=O)OC;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;303.15;101.325;1173.2;0.5
1509631;je800594e;dimethyl carbonate;COC(=O)OC;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;308.15;101.325;1151.5;0.5
1509638;je800594e;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;288.15;101.325;1350.7;0.5
1509639;je800594e;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;293.15;101.325;1329.6;0.5
1509640;je800594e;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;298.15;101.325;1308.4;0.5
1509641;je800594e;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;303.15;101.325;1287.4;0.5
1509642;je800594e;1,4-dimethylbenzene;Cc1ccc(C)cc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;308.15;101.325;1266.4;0.5
1509649;je800594e;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;288.15;101.325;1213.6;0.5
1509650;je800594e;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;293.15;101.325;1192.9;0.5
1509651;je800594e;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;298.15;101.325;1171.9;0.5
1509652;je800594e;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;303.15;101.325;1150.9;0.5
1509653;je800594e;octane;CCCCCCCC;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;308.15;101.325;1130.3;0.5
1513551;je800653d;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;298.15;101.0;1601.0;3.202
1513552;je800653d;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;303.15;101.0;1588.0;3.176
1513553;je800653d;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;308.15;101.0;1576.0;3.152
1513554;je800653d;sulfolane;O=[S]1(=O)CCCC1;126-33-0;InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N;313.15;101.0;1558.0;3.116
1513562;je800653d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;298.15;101.0;1142.0;2.284
1513563;je800653d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;303.15;101.0;1122.0;2.244
1513564;je800653d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;308.15;101.0;1101.0;2.202
1513565;je800653d;ethyl ethanoate;CCOC(C)=O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;313.15;101.0;1082.0;2.164
1513573;je800653d;propyl ethanoate;CCCOC(C)=O;109-60-4;InChIKey=YKYONYBAUNKHLG-UHFFFAOYSA-N;298.15;101.0;1156.0;2.312
1513574;je800653d;propyl ethanoate;CCCOC(C)=O;109-60-4;InChIKey=YKYONYBAUNKHLG-UHFFFAOYSA-N;303.15;101.0;1149.0;2.298
1513575;je800653d;propyl ethanoate;CCCOC(C)=O;109-60-4;InChIKey=YKYONYBAUNKHLG-UHFFFAOYSA-N;308.15;101.0;1139.0;2.278
1513576;je800653d;propyl ethanoate;CCCOC(C)=O;109-60-4;InChIKey=YKYONYBAUNKHLG-UHFFFAOYSA-N;313.15;101.0;1126.0;2.252
1513584;je800653d;butyl ethanoate;CCCCOC(C)=O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;298.15;101.0;1203.0;2.406
1513585;je800653d;butyl ethanoate;CCCCOC(C)=O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;303.15;101.0;1176.0;2.352
1513586;je800653d;butyl ethanoate;CCCCOC(C)=O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;308.15;101.0;1155.0;2.31
1513587;je800653d;butyl ethanoate;CCCCOC(C)=O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;313.15;101.0;1135.0;2.27
1528980;je8009336;cyclopentane;C1CCCC1;287-92-3;InChIKey=RGSFGYAAUTVSQA-UHFFFAOYSA-N;313.15;101.0;1130.0;1.0
1528985;je8009336;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;313.15;101.0;1181.7;1.0
1528990;je8009336;methylcyclohexane;CC1CCCCC1;108-87-2;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;313.15;101.0;1149.6;1.0
1528995;je8009336;benzene;c1ccccc1;27271-55-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;313.15;101.0;1230.5;1.0
1529000;je8009336;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;313.15;101.0;1240.9;1.0
1529005;je8009336;ethylbenzene;CCc1ccccc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;313.15;101.0;1257.3;1.0
1530150;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.325;1275.24;0.5
1530157;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.95;15200.0;1371.49;1.0
1530158;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.94;15200.0;1355.47;1.0
1530159;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.06;15200.0;1339.33;1.0
1530160;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.08;15200.0;1323.46;1.0
1530161;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.52;15200.0;1292.04;1.0
1530162;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.04;15210.0;1308.45;1.0
1530163;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.96;30400.0;1439.68;1.0
1530164;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.08;30400.0;1394.79;1.0
1530165;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.03;30400.0;1380.74;1.0
1530166;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;30400.0;1424.76;1.0
1530167;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.52;30400.0;1365.43;1.0
1530168;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.06;30410.0;1409.73;1.0
1530169;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.91;45590.0;1501.59;1.0
1530170;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.51;45590.0;1431.27;1.0
1530171;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.04;45600.0;1459.02;1.0
1530172;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;45600.0;1487.07;1.0
1530173;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.05;45600.0;1445.47;1.0
1530174;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.05;45600.0;1472.84;1.0
1530175;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.1;60790.0;1530.59;1.0
1530176;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.03;60790.0;1504.83;1.0
1530177;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.06;60800.0;1517.53;1.0
1530178;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;60800.0;1544.35;1.0
1530179;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.5;60800.0;1491.19;1.0
1530180;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.91;60810.0;1558.29;1.0
1530181;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.03;75990.0;1559.24;1.0
1530182;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;75990.0;1597.6;1.0
1530183;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.05;76000.0;1571.63;1.0
1530184;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.1;76000.0;1584.09;1.0
1530185;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.49;76000.0;1546.38;1.0
1530186;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.88;76010.0;1611.23;1.0
1530187;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.06;91180.0;1634.58;1.0
1530188;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.03;91190.0;1610.72;1.0
1530189;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;91190.0;1647.33;1.0
1530190;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.49;91200.0;1598.1;1.0
1530191;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.88;91210.0;1659.95;1.0
1530192;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.06;91210.0;1622.45;1.0
1530193;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;292.88;101330.0;1691.4;1.0
1530194;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.06;101330.0;1666.32;1.0
1530195;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.06;101330.0;1654.25;1.0
1530196;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;318.51;101330.0;1630.77;1.0
1530197;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;313.02;101340.0;1642.93;1.0
1530198;je8009418;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;297.93;101340.0;1678.66;1.0
1530205;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.15;101.325;1177.79;0.5
1530212;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;292.86;15200.0;1290.79;1.0
1530213;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.15;15200.0;1274.22;1.0
1530214;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;303.14;15200.0;1258.55;1.0
1530215;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;308.12;15200.0;1242.61;1.0
1530216;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;313.11;15200.0;1226.63;1.0
1530217;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;318.18;15200.0;1210.4;1.0
1530218;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;292.86;30390.0;1369.65;1.0
1530219;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;303.13;30390.0;1339.71;1.0
1530220;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;308.12;30390.0;1324.91;1.0
1530221;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.15;30390.0;1354.4;1.0
1530222;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;313.11;30390.0;1310.06;1.0
1530223;je8009418;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;318.19;30390.0;1295.23;1.0
